En el principio , Dios creó los cielos y la tierra .	Only Paraguayan Guarani (gug) copied here.
los adulterios , la codicia , las maldades , el engaño , los vicios , la envidia , los chismes , el orgullo y la falta de juicio .	ñemyakãratĩ , teko vai , monda , japu , ha ñe'ẽ rei ñande rapicháre .
Todas estas maldades de adentro salen , y contaminan al hombre .	Opa ko'ã mba'e vai osẽ ñande py'apýgui ha ñane mongy'a .
De allí Jesús se fue a la región de Tiro y de Sidón . Llegó a una casa y trató de que nadie lo supiera , pero no pudo esconderse	Upégui Jesús oho Tiro retã gotyo . Oike peteĩ ógape , oipota'ỹre avave oikuaa , ha ndaikatúi okañy .
Una mujer , cuya hija estaba poseída por un espíritu impuro , supo muy pronto que Jesús estaba allí y vino a arrodillarse a sus pies .	Pya'e oikuaa chugui peteĩ mitãkuña mba'epochy oguerekóva sy , upéva oho oñesũ Jesús renondépe .
La mujer no era judía , sino originaria de Sirofenicia . Fue , pues , y rogó a Jesús que expulsara de su hija al demonio .	Upe kuña , Sirofeniciagua , ndaha'éi Israelgua , ha ojerure asy Jesúspe omosẽ haguã mba'epochy imemby kuñágui .
— Deja que primero se sacien los hijos — replicó Jesús — , porque no está bien quitarles el pan a los hijos y echárselo a los perros .	Jesús katu he'i chupe : — Eheja tokaru raẽ ta'ýra kuéra . Naiporãi niko mitã jurúgui jaipe'a tembi'u ha ñame'ẽ jaguápe .
— Es verdad , Señor — respondió ella — , pero hasta a los perros que están debajo de la mesa se les permite comer las sobras del plato de los hijos .	Ha'e he'i chupe : — Upéichako nde karai . Opáichavo , jaguánte avei ho'úva umi tembi'u rembyre mitã nguéra oitýva meságui .
Jesús , entonces , le dijo : — Por eso que has dicho puedes irte , pues el demonio ya ha salido de tu hija .	Jesús he'i chupe : — Reñe'ẽ haguére péicha , tereho rejepy'apy'ỹre . Pe mba'epochy osẽma ne memby kuñágui .
Cuando la mujer llegó a su casa , encontró a su hija acostada en la cama , y el demonio ya había salido de ella .	Pe kuña oguahẽvo hógape , ojuhu imemby kuña hupápe : pe mba'epochy osẽ ra'e chugui .
Jesús salió de Tiro y subió hasta Sidón antes de regresar al mar de Galilea y a la región de las Diez Ciudades .	Jesús osẽ jey Tiro retãgui ha ohasávo Sidón rupi oguahẽ Galiléa yguasúpe , Decápolis mbytépe .
Aquí le trajeron un hombre sordo y con un impedimento del habla , y le suplicaron que pusiera la mano sobre él .	Upépe ojereraha hendápe peteĩ ohendu'ỹva ha iñe'ẽ pa'ãvape ha ojerure hikuái chupe omoĩ haguã ipo hese .
Jesús se llevó al hombre aparte de la gente y , cuando ya estaban solos , le metió los dedos en los oídos y le tocó la lengua con saliva .	Jesús ogueraha chupe peteĩ ha'eñoháme , omoinge ikuã ijapysápe ha omoĩ hendy ikũre .
y levantando los ojos al cielo , suspiró profundamente y le dijo : " ¡ Effatá ! " esto es , " ¡ Abrete ! "	Upéi oma'ẽvo yvágare hi'ãho ha he'i pe kuimba'épe : “ Efata ” ( he'iséva : “ Ejepe'a! ” )
Y al instante se abrieron sus oídos , y desapareció el impedimento de su lengua , y hablaba con claridad .	Upe vove upe ohendu'ỹva apysa ojepe'a , ojera ikũ ha oñe'ẽ porã .
Jesús les mandó que no contaran esto a nadie , pero mientras más se lo prohibía , ellos más y más lo divulgaban .	Jesús he'i chupe kuéra ani haguã he'i avavépe . Ha he'ivérõ jepe , ko'ýte omombe'u hikuái .
Y se asombraron en gran manera , diciendo : Todo lo ha hecho bien ; aun a los sordos hace oír y a los mudos hablar .	Ohecha ramo etereígui he'i joa : “ Opa mba'e ojapo porã : Ohendu'ỹvape omohendu jey ha iñe'ẽngúvape omoñe'ẽ! ”
Un día en que de nuevo se había juntado mucha gente y no tenían nada que comer , Jesús llamó a sus discípulos y les dijo :	Peteĩ ára ijaty jey heta eterei ha ndaipóri hi'upyrã , Jesús ohenói hemimbo'e kuérape ha he'i chupe kuéra :
— Siento compasión de esta gente porque ya llevan tres días conmigo y no tienen nada que comer .	— Aiporiahurereko niko ko'ãvape . Ojapóma niko mbohapy ára oĩha ko'ápe che ndive , ha ndoguerekói véima mba'eve ho'u vaerã .
y si los envío en ayunas a sus casas , desfallecerán en el camino . De hecho , algunos de ellos son de muy lejos ” .	Amondo ramo hógape ñembyahýireve , tapére ipy'a mano mba'éne . Oĩ niko mombyrýgui oúva .
Sus discípulos le contestaron : — ¿ Pero cómo se les puede dar de comer en un lugar como éste , donde no vive nadie ?	Hemimbo'e kuéra he'i chupe : — Máva piko ojuhúta tembi'u omongaru haguã opavavépe? Ko'a rupi niko ndaipóri avave oikóva .
Y El les preguntó : ¿ Cuántos panes tenéis ? Y ellos respondieron : Siete .	Jesús oporandu chupe kuéra : — Mboy mbuja piko pereko? — 7 , — he'i hikuái .
Entonces Jesús mandó a la multitud que se recostara en el suelo , luego tomó los siete panes , y después de dar gracias los partió y se los dio a sus discípulos , para que ellos los repartieran entre la multitud . Ellos así lo hicieron .	Upépe Jesús omboguapy yvýpe opavavépe . Ha ojapyhy ipópe umi 7 mbuja ha umi pira , ha oñembo'e Tupãme ohovasa haguã . Upéi oipehe'ã umi mbuja ha ome'ẽ hemimbo'e kuérape , ha ha'e kuéra ome'ẽ opavavépe .
Tenían también unos cuantos pescaditos , así que Jesús los bendijo y mandó también que los repartieran .	Oguereko avei hikuái mbovymi pira mimi ha umívare avei oñembo'e Tupãme ohovasa haguã , ha he'i oñemboja'o haguã .
De modo que comieron y quedaron satisfechos , y recogieron trozos sobrantes , siete cestas de provisiones llenas .	Ha okaru hikuái hyguãtã meve . Ha umi hembývagui ombyaty 7 ajaka renyhẽ .
Los que comieron eran como cuatro mil . Luego Jesús los despidió	Umi okarúva niko amo 4.000 rupi . Upéi Jesús omondo opavavépe hógape .
y enseguida entró en la barca con sus discípulos para irse a la región de Dalmanuta .	Ha'e katu ojupi kanóape hemimbo'e kuéra ndive , ha oho Dalmanuta gotyo .
Entonces salieron los Fariseos y comenzaron a discutir con El , buscando de El una señal ( un milagro ) del cielo para poner a prueba a Jesús .	Oguahẽ fariséo kuéra ha oñoñe'ẽ api Jesús ndive . Ojerure chupe ojapo haguã mba'e hechapyrãva , ohecha kuaa haguã ha'e kuéra Tupã ombou hague chupe .
Suspirando profundamente en su espíritu , dijo : ¿ Por qué pide señal esta generación ? En verdad os digo que no se le dará señal a esta generación .	Jesús hi'ãho ipy'aite guive ha he'i : — Mba'ére piko ko'ã tekove ojerure ohecha haguã mba'e hechapyrãva? Añetehápe ha'e peẽme , ndojehechauka mo'ãi peẽme mba'eveichagua mba'e hechapyrãva .
Entonces los dejó , y volviendo a entrar en la barca se fue al otro lado del lago .	Ha oheja chupe kuéra , ha oike jeývo várkope , ohasa yguasu mboypýri .
Pero los discípulos se habían olvidado de llevar comida y solo tenían un pan en la barca .	Hesarái ra'e hikuái ogueraha haguã hi'upyrã , ha peteĩ mbuja añónte oguereko hikuái pe kanóape .
Y El les encargaba diciendo : ¡ Tened cuidado ! Guardaos de la levadura de los fariseos y de la levadura de Herodes .	Jesús he'i chupe kuéra : — Peñeñangarekóke umi fariséo ha Herodes rova mokõigui .
Al oír esto , comenzaron a discutir entre sí , pues no habían traído nada de pan .	Hemimbo'e kuéra imandu'a ojupe ndoguerúi hague mbuja .
Jesús supo lo que hablaban , así que les dijo : — ¿ Por qué discuten por no tener pan ? ¿ Todavía no saben ni entienden ? ¿ Tienen el corazón demasiado endurecido para comprenderlo ?	Ha Jesús oikuaa mba'épa he'i hikuái , ha upévare he'i chupe kuéra : — Mba'ére piko peñe'ẽterei ndaperekoiha mbuja? Ne'ĩra pehecha kuaa ajépa . Peichaite peve piko oñemboty pene apytu'ũ?
“ Tienen ojos , ¿ y no pueden ver ? Tienen oídos , ¿ y no pueden oír ? ” ¿ No recuerdan nada en absoluto ?	Pende resa niko , ha piko ndapehechái? Pende apysa ha napehendúi? Na pene mandu'ái nga'u piko ,
cuando partí los cinco panes entre los cinco mil ? ¿ Cuántas cestas llenas de pedazos recogisteis ? Y ellos le dijeron : Doce .	amboja'o hague 5 mbuja 5.000 apytépe , ha mboy ajakápa pembyaty hembyrégui? Ha'e kuéra he'i : — 12 .
Y cuando partí los siete panes entre los cuatro mil , ¿ cuántas canastas llenas de los pedazos recogisteis ? Y ellos le dijeron : Siete .	Na pene mandu'ái nga'u piko amboja'o hague umi 7 mbuja umi 4.000 kuimba'épe . Ha mboy ajaka piko pembyaty hembyrégui? He'i hikuái : — 7 .
Entonces les dijo : “ ¿ Todavía no captan el significado ? ” .	Upérõ he'i chupe kuéra : — Ndapehecha kuaái gueteri piko?
Cuando llegaron a Betsaida , algunas personas le llevaron un ciego a Jesús y le rogaron que lo tocara .	Upéi oguahẽ hikuái Betsáidape , ha ogueraha hikuái peteĩ ohecha'ỹva Jesús rendápe , ha ojerure chupe opoko haguã hese .
Y tomando al ciego de la mano , lo sacó fuera de la aldea , y , habiendo escupido sobre los ojos de este , puso las manos sobre él y se puso a preguntarle : “ ¿ Ves algo ? ” .	Jesús ipojái pe ohecha'ỹva póre ha oguenohẽ chupe táva rokápe , hendýpe omyakỹ hesa , omoĩ ipo hese ha oporandu chupe ikatúpa ohecha .
Y levantando la vista , dijo : " Veo a los hombres , pero los veo como árboles que caminan . "	Pe ohecha'ỹva oñepyrũ ohecha ha he'i chupe : — Ahecha yvypóra kuéra , ojogua yvyra hakã ha hoguéva oguatávape .
Jesús le puso otra vez las manos sobre los ojos , y entonces el ciego comenzó a ver perfectamente . Estaba curado y hasta de lejos podía ver todo con toda claridad .	Jesús omoĩ jey ipo hesáre , ha pe kuimba'e oma'ẽ porã ha okuera opytávo . Opa mba'e ohecha porã .
Entonces Jesús lo mandó a su casa , y le dijo : — No vuelvas al pueblo .	Upérõ Jesús omondo hógape ha he'i chupe : — Ani reho jey pe távape .
Jesús salió con Sus discípulos a las aldeas de Cesarea de Filipo ; y en el camino preguntó a Sus discípulos : " ¿ Quién dicen los hombres que soy Yo ? "	Upéi Jesús ha hemimbo'e kuéra oho táva Cesarea Filípope . Tapére Jesús oporandu hemimbo'e kuérape : — Mavaha che piko oje'e?
Ellos contestaron : — Algunos dicen que eres Juan el Bautista , otros dicen que eres Elías , y otros dicen que eres uno de los profetas .	Ha'e kuéra he'i chupe : — Oĩ he'íva ndeha Juan Bautista , oĩ he'íva ndeha Elías ha oĩ he'íva ndeha umi maranduhára peteĩva .
El les preguntó de nuevo : " Pero ustedes , ¿ quién dicen que soy Yo ? " " Tú eres el Cristo ( el Mesías ) , " Le respondió Pedro .	Jesús oporandu chupe kuéra : — Ha peẽ piko mba'e peje , mávapa che? Pedro he'i chupe : — Nde hína upe Mesías .
Pero él les mandó que no dijeran nada a nadie acerca de él .	Jesús katu he'i hemimbo'e kuérape ani haguã he'i hese mba'eve avavépe .
También , comenzó a enseñarles que el Hijo del hombre tenía que pasar por muchos sufrimientos y ser rechazado por los ancianos y los sacerdotes principales y los escribas , y ser muerto , y levantarse tres días después .	Jesús oñepyrũ ombo'e chupe kuéra . He'i ha'e , yvypóraicha ou vaekue , heta ohasa asytaha , ha ndoikuaase mo'ãiha chugui mba'eve myakãhára kuéra , pa'i ruvicha kuéra ha umi Moisés rembiapoukapy mbo'eha . He'i chupe kuéra ha'e ojejukataha ha oikove jeytaha mbohapy ára haguépe .
De hecho , con franqueza les hacía aquella declaración . Mas Pedro lo llevó aparte y comenzó a reprenderlo .	Kóva ha'e omomarandu porã chupe kuéra . Upépe Pedro ogueraha chupe ha'eñoháme , ha he'i chupe anive haguã péicha oñe'ẽ .
Entonces Jesús se volvió a ver a los discípulos , y reprendió a Pedro . Le dijo : « ¡ Aléjate de mi vista , Satanás ! ¡ Tú no piensas en las cosas de Dios sino en cuestiones humanas ! »	Jesús katu oñembojere , oma'ẽ hemimbo'e kuérare ha oja'o Pédrope he'ívo chupe : — Ejei che ypýgui , Sataná! Nde niko yvypóraicha reñandu ko'ã mba'e , ndaha'éi Tupã oñandukaháicha .
Llamando Jesús a la multitud y a Sus discípulos , les dijo : " Si alguien quiere venir conmigo , niéguese a sí mismo , tome su cruz , y sígame .	Upéi Jesús ohenói hemimbo'e kuérape ha opavavépe , ha he'i : — Oime ramo che moirũséva toñembyesarái ijehegui , tohupi ikurusu ijapére , ha ta che moirũ .
Porque el que quiera salvar su vida , la perderá ; pero el que entregue su vida por mi causa y por la causa de la buena noticia , ese la salvará .	Pe hekovére hakate'ỹva , omanóta . Pe omanóva che rehehápe ha che marandu porã rehehápe katu , oikovéta .
¿ De qué le sirve al hombre ganar el mundo entero , si pierde la vida ?	Mba'épa oguenohẽne yvypóra oguerekopárõ opaite mba'e ipópe , ha oñehundi ramo ha'e? Mba'eve!
O , ¿ qué dará un hombre a cambio de su alma ?	Mba'épa ikatúne yvypóra ome'ẽ oikove jey haguã? Mba'eve!
Pues si alguno se avergüenza de mí y de mi mensaje delante de esta gente infiel y pecadora , también el Hijo del hombre se avergonzará de él cuando venga con la gloria de su Padre y con los santos ángeles .	Oimérõ che rerotĩva ha oguerotĩva che ñe'ẽ ko'ã tekove jeroviaha'ỹ ha mba'e vai apoha renondépe , che avei , yvypóraicha aju vaekue , atĩne heseve kuéra ajúvo che Ru mimbipa reheve ha Tupã remimbou marangatu kuéra ndive .
Y Jesús les decía : " En verdad les digo que hay algunos de los que están aquí que no probarán la muerte hasta que vean el reino de Dios después de que haya venido con poder . "	Jesús he'i avei chupe kuéra : — Añetehápe ha'e peẽme , ko'ápe oĩva apytépe oĩ nomano mo'ãiva ohecha mboyve Tupã sãmbyhy .
Seis días después , Jesús tomó a Pedro , Santiago y Juan y los llevó aparte a ellos solos a un monte alto . Allí se transfiguró en presencia de ellos .	Upe rire , 6 ára haguépe Jesús oho peteĩ yvyty yvatépe ha ogueraha hendive Pedro , Santiago ha Juánpe . Upépe henondépe kuéra , Jesús rete oñemoambue ohóvo .
Su ropa se volvió de un blanco resplandeciente como nadie en el mundo podría blanquearla .	Ijao overa hendy ha morotĩ asy , ndaipóri chéne avaveichagua ao joheiha yvy ári ikatu vaerã péicha omomorotĩ .
Y los discípulos vieron a Elías y a Moisés , que estaban conversando con Jesús .	Ha ohecha hikuái Elías ha Moiséspe , oñemongetáva hína Jesús ndive .
Pedro le dijo entonces a Jesús : « Maestro , ¡ qué bueno es para nosotros estar aquí ! Vamos a hacer tres cobertizos ; uno para ti , otro para Moisés , y otro para Elías . »	Upépe Pedro he'i Jesúspe : — Mbo'ehára , iporãite niko ikatúre roime ko'ápe . Torojapóna peẽme pene rendaguã , peteĩ ne mba'erã , peteĩ Moiséspe guarã ha Elíaspe guarã avei .
No sabía qué decir , porque todos estaban asustados .	Hemimbo'e kuéra niko oñemondýi ha Pedro ndoikuaái mba'épa he'íta .
Luego una nube los cubrió y , desde la nube , una voz dijo : « Este es mi Hijo muy amado . Escúchenlo a él » .	Upévo ou peteĩ arai ha ojaho'i chupe kuéra . Ha pe araígui oñehendu peteĩ ñe'ẽ he'íva : “ Kóva hína che Ra'y ahayhuetéva , pehendu chupe . ”
Y enseguida miraron en derredor , pero ya no vieron a nadie con ellos , sino a Jesús solo .	Ha oma'ẽvo ijerére ndohechavéi avavépe hendive kuéra . Jesúspe añónte .
Mientras bajaban del monte , Jesús les mandó que no dijeran a nadie nada de lo que habían visto , hasta que el Hijo del Hombre hubiera resucitado de los muertos .	Oguejykuévo pe yvytýgui , Jesús he'i chupe kuéra ani haguã omombe'u avavépe upe ohecha vaekue , ha'e , yvypóraicha ou vaekue , oikove jey peve omanóva apytégui .
Así que guardaron el secreto , pero a menudo se preguntaban qué quería decir con « levantarse de los muertos » .	Upévare oñongatu hikuái upéva ñemiháme , oporandu jepe ojupe mba'épa he'iséne upe jeikove jey .
Entonces le preguntaron : — ¿ Por qué los maestros de la ley religiosa insisten en que Elías debe regresar antes de que venga el Mesías ?	Oporandu hikuái Jesúspe : — Mba'ére piko umi Moisés rembiapoukapy mbo'eha he'i Elías ou raẽ vaerãha?
Y El les dijo : Es cierto que Elías , al venir primero , restaurará todas las cosas . Y , sin embargo , ¿ cómo está escrito del Hijo del Hombre que padezca mucho y sea despreciado ?	Ha'e he'i chupe kuéra : — Añete niko Elías raẽ ou vaerãha , ha ha'e omoĩmba porã vaerã opaite mba'e hekópe . Ha mba'ére piko he'i Ñandejára ñe'ẽ pe yvypóraicha ou vaekue ohasa asy vaerã ha ojeapo'i vaerãha?
Pero Yo les digo que Elías ya ha venido , y le hicieron cuanto quisieron , tal como está escrito de él . "	Ha che ha'e peẽme Elías oúma hague ha ha'e kuéra ojapo hague hese ojaposéva , he'iháicha Ñandejára ñe'ẽ , ojehúta hague chupe .
